1	3	1
1	20	1
1	26	1
1	31	1
1	33	1
1	49	1
1	50	1
1	53	1
1	54	1
1	55	1
1	63	1
1	65	1
1	67	1
1	68	1
1	89	1
1	90	1
1	92	1
1	94	1
1	110	1
2	5	1
2	7	1
2	8	1
2	9	1
2	10	1
2	18	1
2	19	1
2	22	1
2	33	1
2	41	1
2	42	1
2	43	1
2	44	1
2	45	1
2	46	1
2	49	1
2	50	1
2	60	1
2	64	1
2	66	1
2	69	1
2	70	1
2	71	1
2	78	1
2	79	1
2	80	1
2	84	1
2	87	1
2	88	1
2	96	1
2	98	1
2	99	1
2	103	1
3	4	1
3	10	1
3	28	1
3	33	1
3	40	1
3	42	1
3	44	1
3	45	1
3	46	1
3	51	1
3	59	1
3	63	1
3	76	1
3	90	1
3	97	1
4	5	1
4	6	1
4	10	1
4	27	1
4	46	1
4	50	1
4	55	1
4	58	1
4	60	1
4	61	1
4	63	1
4	64	1
4	65	1
4	66	1
4	67	1
4	68	1
4	69	1
4	70	1
4	71	1
4	73	1
4	75	1
4	81	1
4	86	1
4	87	1
4	88	1
4	90	1
4	91	1
4	92	1
4	93	1
4	94	1
4	100	1
4	108	1
4	110	1
5	6	1
5	9	1
5	14	1
5	17	1
5	27	1
5	33	1
5	41	1
5	42	1
5	44	1
5	51	1
5	53	1
5	54	1
5	55	1
5	56	1
5	58	1
5	59	1
5	60	1
5	61	1
5	62	1
5	63	1
5	64	1
5	65	1
5	66	1
5	67	1
5	68	1
5	69	1
5	70	1
5	71	1
5	73	1
5	78	1
5	83	1
5	87	1
5	88	1
5	90	1
5	91	1
5	93	1
5	94	1
5	106	1
5	108	1
6	8	1
6	14	1
6	27	1
6	33	1
6	41	1
6	49	1
6	54	1
6	60	1
6	62	1
6	70	1
6	76	1
6	89	1
7	17	1
7	19	1
7	20	1
7	26	1
7	49	1
7	55	1
7	60	1
7	65	1
7	67	1
7	74	1
7	79	1
7	80	1
7	99	1
8	11	1
8	33	1
8	34	1
8	40	1
8	44	1
8	56	1
8	61	1
8	62	1
8	75	1
8	85	1
8	98	1
8	99	1
8	103	1
8	111	1
9	10	1
9	11	1
9	22	1
9	27	1
9	41	1
9	42	1
9	44	1
9	45	1
9	46	1
9	49	1
9	51	1
9	60	1
9	61	1
9	63	1
9	64	1
9	65	1
9	69	1
9	70	1
9	71	1
9	73	1
9	75	1
9	78	1
9	79	1
9	81	1
9	87	1
9	89	1
9	98	1
9	99	1
10	14	1
10	15	1
10	17	1
10	42	1
10	44	1
10	45	1
10	46	1
10	50	1
10	51	1
10	53	1
10	54	1
10	58	1
10	62	1
10	63	1
10	85	1
10	88	1
10	89	1
10	90	1
10	92	1
10	93	1
10	94	1
10	100	1
10	101	1
10	102	1
11	14	1
11	15	1
11	22	1
11	51	1
11	54	1
11	59	1
11	62	1
11	68	1
11	70	1
11	75	1
11	81	1
11	87	1
11	89	1
11	103	1
12	33	1
12	89	1
13	14	1
14	15	1
14	20	1
14	34	1
14	37	1
14	45	1
14	46	1
14	51	1
14	53	1
14	54	1
14	59	1
14	62	1
14	63	1
14	85	1
14	87	1
14	88	1
14	89	1
14	92	1
15	38	1
15	45	1
16	47	1
17	18	1
17	45	1
17	46	1
17	50	1
17	51	1
17	55	1
17	57	1
17	58	1
17	60	1
17	61	1
17	64	1
17	65	1
17	66	1
17	67	1
17	68	1
17	69	1
17	70	1
17	71	1
17	82	1
17	87	1
17	88	1
17	90	1
17	91	1
17	93	1
17	94	1
17	101	1
18	33	1
18	50	1
18	52	1
18	54	1
18	55	1
18	57	1
18	58	1
18	60	1
18	61	1
18	64	1
18	65	1
18	66	1
18	67	1
18	68	1
18	69	1
18	70	1
18	71	1
18	78	1
18	79	1
18	84	1
18	87	1
18	90	1
18	91	1
18	92	1
18	93	1
18	94	1
18	106	1
18	108	1
19	20	1
19	26	1
19	29	1
19	42	1
19	43	1
19	44	1
19	49	1
19	52	1
19	55	1
19	60	1
19	65	1
19	66	1
19	67	1
19	74	1
19	98	1
19	99	1
20	21	1
20	26	1
20	43	1
20	49	1
20	55	1
20	59	1
20	67	1
20	68	1
20	74	1
20	76	1
20	81	1
21	22	1
22	31	1
22	41	1
22	70	1
22	78	1
22	79	1
22	101	1
23	40	1
23	48	1
23	74	1
24	32	1
24	33	1
24	36	1
24	47	1
24	72	1
24	84	1
24	95	1
25	27	1
25	33	1
25	41	1
25	49	1
25	53	1
25	60	1
25	63	1
25	66	1
25	70	1
25	73	1
25	75	1
25	79	1
25	81	1
25	86	1
25	111	1
26	49	1
26	53	1
26	54	1
26	55	1
26	65	1
26	66	1
26	74	1
26	84	1
26	96	1
27	33	1
27	41	1
27	49	1
27	55	1
27	56	1
27	58	1
27	59	1
27	60	1
27	61	1
27	63	1
27	64	1
27	65	1
27	67	1
27	68	1
27	69	1
27	70	1
27	71	1
27	73	1
27	75	1
27	78	1
27	79	1
27	81	1
27	83	1
27	85	1
27	86	1
27	87	1
27	88	1
27	89	1
27	90	1
27	91	1
27	93	1
27	94	1
27	99	1
27	108	1
27	109	1
27	110	1
27	111	1
28	29	1
28	51	1
28	59	1
28	60	1
28	62	1
28	76	1
28	77	1
28	87	1
28	88	1
28	95	1
28	96	1
29	37	1
29	76	1
29	77	1
29	78	1
29	96	1
30	31	1
30	39	1
30	78	1
30	79	1
31	32	1
31	47	1
31	50	1
31	58	1
31	67	1
31	68	1
31	78	1
31	79	1
31	80	1
31	90	1
31	92	1
31	94	1
32	47	1
32	50	1
32	72	1
32	80	1
32	89	1
32	90	1
32	95	1
33	41	1
33	44	1
33	51	1
33	53	1
33	55	1
33	57	1
33	58	1
33	59	1
33	60	1
33	61	1
33	63	1
33	64	1
33	65	1
33	66	1
33	67	1
33	68	1
33	69	1
33	70	1
33	71	1
