1	3	1
1	4	1
1	5	1
1	6	1
1	8	1
1	11	1
1	12	1
1	13	1
1	15	1
1	16	1
1	17	1
1	21	1
1	22	1
1	23	1
1	25	1
1	28	1
1	31	1
1	33	1
1	35	1
1	38	1
1	40	1
1	44	1
1	48	1
1	49	1
1	51	1
1	52	1
1	55	1
1	60	1
1	70	1
1	71	1
1	73	1
1	76	1
1	77	1
1	79	1
1	88	1
1	97	1
1	100	1
1	108	1
1	109	1
1	110	1
1	112	1
2	3	1
2	6	1
2	7	1
2	8	1
2	9	1
2	10	1
2	11	1
2	12	1
2	13	1
2	17	1
2	18	1
2	19	1
2	23	1
2	26	1
2	28	1
2	29	1
2	33	1
2	36	1
2	37	1
2	40	1
2	41	1
2	42	1
2	44	1
2	45	1
2	46	1
2	48	1
2	50	1
2	51	1
2	52	1
2	53	1
2	55	1
2	65	1
2	71	1
2	74	1
2	76	1
2	77	1
2	78	1
2	88	1
2	96	1
2	97	1
2	98	1
2	99	1
2	100	1
2	103	1
2	106	1
2	108	1
2	112	1
3	4	1
3	5	1
3	6	1
3	7	1
3	8	1
3	9	1
3	10	1
3	11	1
3	12	1
3	13	1
3	17	1
3	21	1
3	22	1
3	23	1
3	28	1
3	30	1
3	31	1
3	33	1
3	35	1
3	36	1
3	37	1
3	38	1
3	40	1
3	41	1
3	44	1
3	45	1
3	46	1
3	48	1
3	49	1
3	51	1
3	52	1
3	55	1
3	60	1
3	71	1
3	76	1
3	77	1
3	79	1
3	88	1
3	97	1
3	98	1
3	99	1
3	100	1
3	101	1
3	102	1
3	103	1
3	108	1
3	109	1
3	110	1
3	112	1
4	5	1
4	6	1
4	7	1
4	8	1
4	11	1
4	13	1
4	21	1
4	22	1
4	23	1
4	30	1
4	31	1
4	32	1
4	33	1
4	38	1
4	40	1
4	48	1
4	52	1
4	71	1
4	78	1
4	97	1
4	100	1
4	105	1
4	108	1
4	112	1
5	6	1
5	8	1
5	11	1
5	12	1
5	13	1
5	16	1
5	21	1
5	22	1
5	23	1
5	24	1
5	28	1
5	31	1
5	32	1
5	33	1
5	37	1
5	38	1
5	40	1
5	41	1
5	42	1
5	47	1
5	53	1
5	54	1
5	62	1
5	63	1
5	71	1
5	76	1
5	98	1
5	103	1
5	112	1
6	7	1
6	10	1
6	11	1
6	12	1
6	13	1
6	17	1
6	20	1
6	21	1
6	22	1
6	23	1
6	24	1
6	30	1
6	33	1
6	38	1
6	41	1
6	42	1
6	45	1
6	54	1
6	55	1
6	71	1
6	96	1
6	98	1
6	99	1
6	100	1
6	106	1
6	108	1
7	8	1
7	9	1
7	10	1
7	11	1
7	17	1
7	18	1
7	19	1
7	20	1
7	21	1
7	22	1
7	23	1
7	26	1
7	28	1
7	29	1
7	30	1
7	33	1
7	40	1
7	41	1
7	42	1
7	43	1
7	44	1
7	45	1
7	46	1
7	48	1
7	51	1
7	52	1
7	55	1
7	65	1
7	66	1
7	71	1
7	74	1
7	76	1
7	77	1
7	78	1
7	88	1
7	96	1
7	97	1
7	98	1
7	99	1
7	100	1
7	106	1
7	108	1
7	109	1
7	112	1
8	9	1
8	10	1
8	11	1
8	12	1
8	13	1
8	15	1
8	16	1
8	17	1
8	18	1
8	19	1
8	20	1
8	21	1
8	22	1
8	23	1
8	28	1
8	29	1
8	30	1
8	31	1
8	33	1
8	35	1
8	36	1
8	38	1
8	40	1
8	41	1
8	42	1
8	44	1
8	46	1
8	48	1
8	49	1
8	51	1
8	52	1
8	55	1
8	56	1
8	60	1
8	62	1
8	65	1
8	66	1
8	69	1
8	70	1
8	71	1
8	76	1
8	77	1
8	78	1
8	79	1
8	88	1
8	96	1
8	97	1
8	98	1
8	100	1
8	101	1
8	103	1
8	104	1
8	106	1
8	108	1
8	109	1
8	110	1
8	111	1
8	112	1
9	10	1
9	11	1
9	12	1
9	13	1
9	16	1
9	17	1
9	18	1
9	23	1
9	28	1
9	29	1
9	30	1
9	31	1
9	33	1
9	36	1
9	39	1
9	40	1
9	41	1
9	42	1
9	44	1
9	45	1
9	46	1
9	48	1
9	51	1
9	52	1
9	53	1
9	55	1
9	65	1
9	71	1
9	74	1
9	76	1
9	77	1
9	78	1
9	84	1
9	88	1
9	96	1
9	97	1
9	98	1
9	100	1
9	103	1
9	108	1
9	112	1
10	11	1
10	12	1
10	13	1
10	16	1
10	17	1
10	18	1
10	20	1
10	21	1
10	23	1
10	24	1
10	30	1
10	31	1
10	33	1
10	36	1
10	39	1
10	40	1
10	41	1
10	42	1
10	44	1
10	45	1
10	46	1
10	48	1
10	49	1
10	51	1
10	52	1
10	53	1
10	55	1
10	58	1
10	60	1
10	62	1
10	65	1
10	71	1
10	76	1
10	77	1
10	78	1
10	84	1
10	88	1
10	96	1
10	97	1
10	98	1
10	99	1
10	100	1
10	103	1
10	108	1
11	12	1
11	13	1
11	16	1
11	17	1
11	21	1
11	22	1
11	23	1
11	28	1
11	30	1
11	31	1
11	32	1
11	33	1
11	34	1
11	35	1
11	36	1
11	37	1
11	38	1
11	40	1
11	41	1
11	42	1
11	44	1
11	46	1
11	48	1
11	49	1
11	51	1
11	52	1
11	55	1
11	59	1
11	60	1
11	71	1
11	76	1
